f_25,f_18,f_22,f_24,f_13,f_14,f_19,f_0,f_15,f_11,f_9,f_12,f_10,f_21,f_8,f_2,f_3,f_7,f_20,f_16,f_6,f_26,f_23,f_4,f_17,f_5,f_1
2,2,3,2,5718,1,2,False,False,Married,Healthcare Representative,4089,4,4,2,Research & Development,2,3,10,13,3,2,10,4,3,Life Sciences,Travel_Rarely
2,3,3,13,3119,2,0,False,True,Single,Laboratory Technician,4721,1,3,1,Research & Development,6,3,20,13,4,17,18,3,3,Medical,Travel_Rarely
0,2,3,2,11539,4,0,True,True,Married,Research Scientist,2132,3,2,1,Research & Development,22,3,7,11,1,1,5,3,3,Life Sciences,Travel_Rarely
0,1,2,1,18779,5,1,True,False,Divorced,Laboratory Technician,2367,4,2,1,Research & Development,17,2,6,12,3,3,4,3,3,Technical Degree,Travel_Rarely
2,2,2,2,3300,7,0,False,False,Single,Laboratory Technician,3212,4,3,1,Research & Development,2,2,6,15,3,2,2,3,3,Life Sciences,Travel_Rarely
2,2,2,5,9973,1,0,False,True,Single,Research Scientist,2875,4,2,1,Research & Development,4,3,8,20,3,2,8,2,4,Life Sciences,Travel_Rarely
0,3,3,3,13588,5,1,False,True,Married,Research Scientist,4284,1,2,2,Research & Development,7,3,16,22,4,4,5,4,4,Medical,Travel_Rarely
0,3,3,3,6054,6,3,False,False,Divorced,Laboratory Technician,2532,4,5,1,Research & Development,7,2,8,14,1,3,4,1,3,Medical,Travel_Rarely
0,1,2,0,11473,4,0,False,False,Single,Sales Representative,2858,1,3,1,Sales,1,2,20,14,1,0,1,3,3,Life Sciences,Travel_Rarely
1,2,3,0,16340,6,1,False,False,Married,Laboratory Technician,2258,3,2,1,Research & Development,1,2,10,12,4,7,8,4,3,Medical,Travel_Rarely
8,3,3,6,17119,1,0,False,False,Single,Research Director,16704,2,2,4,Research & Development,28,2,21,11,4,6,21,2,3,Technical Degree,Travel_Rarely
1,4,3,2,5869,1,3,False,False,Married,Laboratory Technician,4621,3,4,1,Research & Development,8,1,3,19,1,2,3,5,3,Life Sciences,Non-Travel
1,1,2,0,17258,1,0,True,False,Single,Laboratory Technician,1416,1,6,1,Research & Development,10,2,1,13,3,0,1,3,3,Life Sciences,Travel_Rarely
1,4,3,4,10339,4,0,True,True,Single,Sales Executive,6397,3,2,2,Sales,27,4,8,12,2,3,5,2,3,Life Sciences,Travel_Frequently
9,1,3,7,8386,1,1,False,False,Divorced,Sales Executive,10793,4,5,3,Sales,8,3,13,18,1,9,13,2,3,Life Sciences,Travel_Rarely
1,3,3,7,6865,1,1,False,False,Divorced,Laboratory Technician,2741,3,4,1,Research & Development,6,1,7,14,3,7,7,4,3,Life Sciences,Travel_Rarely
1,3,3,2,5220,3,1,False,False,Married,Manager,19658,3,2,5,Human Resources,26,3,27,11,4,0,5,4,3,Life Sciences,Travel_Rarely
1,4,2,8,6194,5,2,False,False,Divorced,Research Scientist,3055,2,2,2,Research & Development,4,3,11,15,4,7,9,3,3,Technical Degree,Non-Travel
0,3,3,0,18798,1,3,True,True,Married,Sales Representative,2413,2,2,1,Sales,19,2,1,18,3,0,1,2,3,Marketing,Travel_Rarely
0,3,2,4,19826,0,0,False,True,Single,Laboratory Technician,2379,4,3,1,Research & Development,5,3,6,14,4,2,5,2,3,Life Sciences,Travel_Frequently
0,4,3,7,9697,6,0,False,False,Single,Healthcare Representative,5562,2,3,2,Research & Development,13,3,19,14,3,9,10,4,3,Life Sciences,Travel_Rarely
0,2,3,7,14229,1,0,False,False,Single,Sales Executive,7587,1,1,3,Sales,8,2,10,15,1,9,10,4,3,Life Sciences,Non-Travel
0,2,3,2,20392,3,0,False,False,Single,Sales Executive,5071,4,3,2,Sales,2,1,8,20,4,0,6,1,4,Life Sciences,Travel_Frequently
0,3,3,5,22656,1,0,False,False,Single,Manufacturing Director,6499,2,3,2,Research & Development,11,2,6,13,2,3,6,3,3,Life Sciences,Travel_Frequently
1,4,2,7,9528,3,1,False,False,Divorced,Laboratory Technician,5915,4,3,2,Research & Development,7,3,10,22,4,7,7,4,4,Life Sciences,Travel_Rarely
2,3,2,2,6233,1,1,True,False,Married,Laboratory Technician,2610,3,5,1,Research & Development,15,3,2,12,3,2,2,3,3,Medical,Travel_Frequently
6,4,2,9,25348,1,2,False,False,Married,Laboratory Technician,3407,3,3,2,Research & Development,28,4,10,17,2,8,10,3,3,Life Sciences,Travel_Rarely
0,4,3,2,15748,1,3,False,False,Divorced,Research Scientist,2610,3,2,1,Research & Development,7,4,4,11,4,3,4,3,3,Life Sciences,Travel_Frequently
1,3,2,4,6615,9,1,False,False,Divorced,Research Director,17399,4,1,4,Research & Development,1,3,32,22,4,3,5,2,4,Medical,Travel_Rarely
2,3,2,2,3909,1,1,False,False,Divorced,Sales Representative,2789,2,5,1,Sales,5,3,2,11,4,2,2,3,3,Marketing,Travel_Frequently
0,4,2,0,21123,2,0,False,True,Single,Manufacturing Director,4197,2,2,2,Research & Development,10,3,18,12,3,1,1,4,3,Life Sciences,Travel_Rarely
1,4,4,2,17624,0,0,False,False,Single,Research Scientist,3375,3,2,1,Research & Development,1,3,4,12,4,2,3,2,3,Life Sciences,Travel_Rarely
1,4,3,2,13248,6,0,False,False,Married,Research Scientist,2622,2,3,1,Research & Development,4,2,7,21,3,1,3,4,4,Medical,Travel_Rarely
0,3,2,0,16571,1,3,False,False,Married,Research Scientist,1706,4,6,1,Research & Development,3,3,0,11,4,0,0,3,3,Medical,Non-Travel
0,4,3,2,5118,4,1,False,False,Married,Manufacturing Director,6434,3,1,2,Research & Development,7,4,9,17,1,2,3,4,3,Life Sciences,Travel_Frequently
1,4,2,2,12253,0,1,True,False,Divorced,Sales Representative,2351,3,3,1,Sales,6,1,3,16,4,0,2,2,3,Marketing,Travel_Frequently
1,4,3,8,11934,1,2,False,False,Married,Research Scientist,5775,4,2,2,Research & Development,28,3,11,13,4,9,10,2,3,Medical,Travel_Rarely
3,4,1,8,21195,1,0,False,False,Single,Healthcare Representative,8606,2,3,3,Research & Development,16,2,11,19,4,3,11,3,3,Life Sciences,Travel_Rarely
2,4,3,2,6645,4,0,False,False,Single,Sales Executive,9208,4,3,3,Sales,12,3,16,11,3,1,2,3,3,Marketing,Travel_Frequently
5,4,4,7,6219,4,2,False,False,Divorced,Sales Executive,5460,4,4,2,Sales,6,4,13,22,1,7,7,4,4,Medical,Travel_Rarely
7,1,3,7,17491,4,2,False,False,Married,Laboratory Technician,5429,3,1,2,Research & Development,29,3,10,13,2,7,8,3,3,Medical,Travel_Rarely
0,2,4,1,6148,1,0,True,True,Single,Research Scientist,1859,2,2,1,Research & Development,10,2,1,25,1,0,1,3,4,Medical,Non-Travel
0,2,2,0,3356,1,1,False,True,Divorced,Sales Executive,4187,2,3,2,Sales,5,2,10,13,1,9,10,3,3,Medical,Travel_Rarely
7,4,4,4,19345,0,0,False,False,Married,Sales Executive,5473,1,5,2,Sales,9,3,9,12,1,1,8,2,3,Medical,Travel_Rarely
3,4,3,6,2326,9,1,True,False,Married,Human Resources,10482,1,1,3,Human Resources,1,2,24,14,2,6,20,2,3,Medical,Travel_Rarely
8,4,3,9,12288,1,0,False,True,Married,Sales Executive,7083,3,3,3,Sales,1,2,10,14,4,6,10,3,3,Technical Degree,Travel_Rarely
1,4,3,2,5711,2,0,False,False,Single,Research Scientist,2311,2,3,1,Research & Development,27,3,9,15,4,2,3,2,3,Medical,Travel_Rarely
4,4,3,2,18575,4,1,False,False,Divorced,Manager,19943,1,2,5,Research & Development,4,3,28,13,4,2,5,4,3,Technical Degree,Travel_Rarely
0,2,3,0,20165,4,0,False,False,Married,Laboratory Technician,2380,4,5,1,Research & Development,9,3,8,18,1,0,1,3,3,Life Sciences,Travel_Rarely
2,3,3,7,18079,1,3,False,False,Divorced,Healthcare Representative,5968,3,2,2,Research & Development,7,3,9,20,4,8,9,2,4,Life Sciences,Travel_Frequently
5,2,3,14,22949,1,1,False,True,Married,Laboratory Technician,5207,3,3,2,Research & Development,28,3,15,12,2,7,15,4,3,Life Sciences,Travel_Rarely
12,2,2,8,4349,1,0,False,False,Single,Manager,19833,2,3,5,Sales,7,3,21,14,2,8,21,4,3,Medical,Travel_Rarely
1,4,3,2,21199,5,1,True,True,Married,Manager,19859,1,2,5,Research & Development,2,3,24,13,4,4,5,3,3,Medical,Travel_Rarely
1,3,3,11,21981,5,3,False,False,Divorced,Research Director,13269,1,3,3,Research & Development,17,2,19,15,4,11,14,5,3,Life Sciences,Travel_Rarely
8,1,3,7,21653,0,1,False,True,Married,Healthcare Representative,4878,4,6,2,Research & Development,15,3,10,13,2,1,9,2,3,Medical,Travel_Rarely
1,3,3,4,26841,5,1,False,False,Married,Sales Executive,4393,2,3,2,Sales,8,3,14,21,3,4,5,3,4,Marketing,Travel_Rarely
1,1,3,9,7246,4,1,False,False,Married,Sales Executive,9699,4,2,3,Sales,3,2,16,11,1,12,13,4,3,Medical,Travel_Frequently
0,3,3,7,10503,4,0,False,True,Married,Human Resources,5743,4,3,2,Human Resources,1,3,14,11,1,2,10,5,3,Human Resources,Travel_Frequently
0,3,3,2,14511,4,0,False,False,Single,Healthcare Representative,5399,3,3,2,Research & Development,1,3,12,12,2,3,4,4,3,Medical,Travel_Frequently
0,2,4,2,26894,4,0,False,False,Single,Human Resources,5985,3,1,2,Human Resources,1,2,10,11,1,2,2,4,3,Life Sciences,Travel_Rarely
1,4,2,7,10697,8,0,False,False,Single,Sales Executive,5147,2,2,2,Sales,2,3,13,15,4,7,11,3,3,Marketing,Non-Travel
10,3,3,5,7999,1,1,False,False,Married,Manager,18200,2,2,5,Human Resources,3,3,32,11,1,7,32,3,3,Medical,Travel_Frequently
0,4,3,3,6881,5,0,False,False,Married,Research Director,17639,3,3,4,Research & Development,2,3,30,16,3,3,4,3,3,Medical,Travel_Rarely
15,1,3,15,24097,8,0,False,False,Married,Manager,17048,1,2,4,Sales,2,3,28,23,3,9,26,3,4,Marketing,Travel_Rarely
1,3,3,2,6393,0,1,False,False,Married,Sales Representative,3067,3,1,1,Sales,2,3,3,19,1,2,2,2,3,Life Sciences,Travel_Rarely
1,3,2,3,17433,2,1,False,False,Divorced,Manufacturing Director,7379,4,3,2,Research & Development,2,3,12,11,4,4,6,4,3,Technical Degree,Travel_Rarely
11,1,3,7,20978,1,0,False,False,Single,Healthcare Representative,4553,3,4,2,Research & Development,2,2,20,11,4,10,20,4,3,Technical Degree,Travel_Rarely
4,2,3,7,7501,0,0,False,True,Married,Healthcare Representative,13496,4,2,4,Research & Development,20,3,21,14,3,10,20,2,3,Medical,Travel_Rarely
3,3,3,10,4345,1,1,False,False,Divorced,Research Director,14336,2,3,4,Research & Development,12,2,25,11,1,9,25,3,3,Life Sciences,Travel_Rarely
0,2,3,0,23384,1,0,False,False,Married,Sales Representative,1052,2,5,1,Sales,10,3,1,22,4,0,1,1,4,Medical,Travel_Rarely
1,4,3,0,26999,1,0,True,True,Single,Research Scientist,1009,3,5,1,Research & Development,10,3,1,11,4,1,1,1,3,Medical,Travel_Rarely
5,3,4,11,14590,4,1,False,False,Married,Sales Executive,5902,3,1,2,Sales,4,2,17,14,4,9,15,4,3,Life Sciences,Travel_Rarely
3,3,3,7,23159,1,0,False,True,Married,Research Scientist,2909,3,3,1,Research & Development,3,3,8,11,4,0,8,4,3,Life Sciences,Travel_Frequently
1,4,1,2,10310,2,0,False,False,Married,Manager,16555,4,2,4,Research & Development,4,3,31,13,4,4,5,2,3,Life Sciences,Travel_Rarely
0,3,2,3,22967,5,0,True,False,Single,Sales Executive,6696,1,5,2,Sales,26,2,9,15,3,1,6,4,3,Marketing,Travel_Frequently
1,3,2,7,17802,0,3,False,True,Married,Research Director,11416,1,4,3,Research & Development,8,4,9,12,2,7,8,2,3,Life Sciences,Travel_Rarely
1,1,2,0,26956,1,1,True,False,Married,Sales Representative,1790,1,3,1,Sales,9,3,1,19,4,0,1,3,3,Marketing,Travel_Frequently
5,3,3,8,4258,3,1,False,False,Married,Sales Executive,5677,2,4,2,Sales,2,3,15,14,2,10,11,2,3,Marketing,Travel_Rarely
5,2,3,12,15881,1,0,False,False,Single,Research Scientist,2115,4,3,1,Research & Development,1,3,17,12,4,7,17,3,3,Life Sciences,Travel_Rarely
0,3,2,7,10557,7,0,False,False,Single,Research Scientist,5055,4,0,2,Research & Development,2,4,10,16,1,7,7,4,3,Medical,Travel_Rarely
3,3,3,9,8751,7,1,False,False,Married,Manager,18213,2,5,5,Sales,5,3,26,11,2,10,22,3,3,Marketing,Travel_Rarely
11,4,2,2,10225,9,2,False,True,Divorced,Sales Executive,13770,3,2,4,Sales,3,3,28,12,4,13,22,3,3,Medical,Travel_Frequently
2,3,3,2,20232,7,1,False,True,Married,Laboratory Technician,2660,3,3,1,Research & Development,11,3,5,11,4,2,2,4,3,Medical,Travel_Rarely
2,3,3,2,26009,1,0,False,False,Single,Research Scientist,3117,4,2,1,Research & Development,5,3,3,18,3,2,2,1,3,Medical,Travel_Rarely
0,4,3,0,25440,5,3,False,False,Married,Sales Executive,4327,2,2,2,Sales,2,3,5,12,2,0,0,4,3,Medical,Travel_Frequently
0,4,3,2,18783,3,2,False,False,Married,Research Scientist,3312,4,3,1,Research & Development,5,4,6,17,2,2,3,4,3,Other,Travel_Rarely
1,3,1,1,11512,2,0,True,False,Divorced,Sales Executive,4233,1,2,2,Sales,13,3,9,17,2,2,3,4,3,Medical,Travel_Rarely
0,3,3,4,16479,0,1,False,False,Married,Laboratory Technician,2426,2,5,1,Research & Development,16,4,6,13,1,3,5,3,3,Medical,Travel_Rarely
0,1,3,8,26342,1,1,False,False,Married,Laboratory Technician,3131,4,5,1,Research & Development,6,3,10,13,2,8,10,1,3,Medical,Travel_Rarely
0,3,2,0,22102,3,1,False,False,Divorced,Manager,14118,4,3,4,Sales,29,2,32,12,1,0,1,3,3,Marketing,Travel_Rarely
11,1,2,12,10436,1,1,False,False,Divorced,Sales Executive,5406,4,4,2,Sales,15,1,15,24,4,11,15,4,4,Marketing,Non-Travel
6,1,3,2,23631,0,1,False,False,Married,Laboratory Technician,4627,4,6,2,Research & Development,6,2,10,12,1,7,9,3,3,Technical Degree,Travel_Rarely
4,4,4,11,6163,1,0,False,False,Single,Healthcare Representative,6687,4,2,2,Research & Development,2,3,14,11,3,11,14,4,3,Technical Degree,Travel_Rarely
11,4,3,10,26542,4,1,False,False,Married,Healthcare Representative,10322,4,6,3,Research & Development,20,3,14,20,1,1,11,4,4,Technical Degree,Travel_Rarely
13,4,4,14,26458,0,1,False,True,Divorced,Sales Executive,10447,3,3,3,Sales,4,3,23,13,3,5,22,1,3,Marketing,Travel_Rarely
8,2,3,8,5771,1,0,False,False,Married,Research Scientist,5003,1,6,2,Research & Development,1,1,10,21,4,7,10,3,4,Life Sciences,Travel_Frequently
1,2,2,0,14753,1,0,True,True,Single,Research Scientist,2439,4,3,1,Research & Development,24,2,1,24,4,0,1,2,4,Life Sciences,Travel_Frequently
13,4,3,6,14399,0,1,False,False,Married,Manager,17665,1,3,4,Research & Development,2,3,23,17,4,7,22,2,3,Medical,Travel_Rarely
0,4,3,8,13586,1,0,False,True,Married,Sales Executive,5204,4,2,2,Sales,7,3,10,11,3,9,10,4,3,Life Sciences,Travel_Rarely
0,2,3,0,13335,1,1,False,False,Divorced,Laboratory Technician,2693,3,2,1,Research & Development,24,3,1,22,4,0,1,1,4,Life Sciences,Travel_Rarely
0,3,3,0,7389,5,3,False,False,Divorced,Manufacturing Director,5070,4,2,2,Research & Development,2,3,20,13,1,4,5,2,3,Medical,Travel_Rarely
2,3,2,2,2851,1,0,False,False,Single,Sales Representative,2610,4,3,1,Sales,9,3,3,24,1,2,3,2,4,Medical,Non-Travel
0,4,3,7,2560,0,0,False,False,Single,Sales Executive,7880,3,3,3,Sales,2,4,9,18,1,7,8,5,3,Life Sciences,Travel_Rarely
0,2,3,0,7259,9,0,False,False,Married,Manufacturing Director,6553,3,3,2,Research & Development,2,3,14,14,4,0,1,4,3,Life Sciences,Travel_Rarely
0,1,3,0,25751,3,0,False,False,Single,Sales Representative,2976,3,3,2,Sales,4,3,5,19,2,0,0,1,3,Medical,Travel_Frequently
0,3,3,8,10056,1,3,False,True,Divorced,Research Director,12185,4,1,3,Research & Development,11,3,10,14,2,7,10,3,3,Other,Travel_Frequently
2,4,3,2,9260,4,1,False,False,Married,Laboratory Technician,2093,3,4,1,Research & Development,5,3,8,17,2,0,2,2,3,Other,Travel_Frequently
0,2,2,3,8952,8,3,False,False,Divorced,Laboratory Technician,2766,2,6,1,Research & Development,12,3,7,22,2,4,5,3,4,Medical,Travel_Rarely
8,1,2,7,11309,1,3,False,False,Divorced,Laboratory Technician,3491,3,4,2,Research & Development,7,3,10,13,3,9,10,4,3,Life Sciences,Travel_Rarely
0,3,1,0,22061,1,0,False,False,Single,Research Scientist,2972,4,4,1,Research & Development,7,3,1,13,1,0,1,4,3,Medical,Travel_Rarely
0,3,2,0,11761,4,1,False,True,Married,Manager,17875,4,2,4,Sales,21,3,29,13,4,0,1,3,3,Life Sciences,Travel_Rarely
4,4,3,8,21146,1,2,False,False,Married,Laboratory Technician,5309,4,2,2,Research & Development,24,3,10,15,1,7,10,4,3,Life Sciences,Travel_Frequently
8,2,2,8,19764,4,0,False,False,Single,Research Director,16598,2,2,4,Research & Development,2,4,35,12,4,8,9,3,3,Medical,Travel_Rarely
1,2,3,2,20794,6,1,False,False,Married,Human Resources,6430,2,4,2,Human Resources,4,1,10,19,3,2,3,3,3,Human Resources,Non-Travel
2,4,1,2,5970,6,1,False,False,Divorced,Research Scientist,2024,2,1,1,Research & Development,9,3,6,18,4,2,2,3,3,Medical,Non-Travel
1,4,2,3,21016,3,3,False,True,Married,Research Director,17584,3,5,4,Research & Development,3,3,21,16,3,3,5,4,3,Medical,Travel_Rarely
0,4,3,1,22088,1,1,False,True,Divorced,Research Scientist,2703,3,2,1,Research & Development,6,2,3,14,3,2,3,3,3,Life Sciences,Travel_Frequently
1,1,3,5,26968,4,1,False,False,Divorced,Research Scientist,2514,4,1,1,Research & Development,28,3,11,22,3,7,7,4,4,Life Sciences,Travel_Rarely
1,3,1,2,12862,1,0,False,False,Single,Laboratory Technician,3295,2,3,1,Research & Development,4,3,3,13,3,2,3,1,3,Medical,Travel_Rarely
0,1,3,0,11133,1,0,False,False,Married,Research Scientist,2061,4,5,1,Research & Development,3,3,1,21,1,0,1,3,4,Life Sciences,Travel_Rarely
3,3,3,8,22021,2,0,False,False,Married,Manager,15427,4,3,4,Sales,2,2,31,16,1,7,25,4,3,Life Sciences,Travel_Rarely
0,2,3,7,11148,1,0,False,False,Single,Sales Executive,4294,1,2,2,Sales,1,2,7,12,3,7,7,3,3,Medical,Travel_Frequently
0,2,3,10,15896,1,0,False,False,Single,Manager,16015,2,2,4,Sales,2,3,22,19,4,4,22,4,3,Life Sciences,Travel_Rarely
8,3,3,8,22455,1,0,False,False,Single,Research Scientist,4661,4,4,2,Research & Development,2,3,9,13,3,8,9,3,3,Life Sciences,Travel_Rarely
0,4,2,1,22955,1,0,True,True,Married,Laboratory Technician,2515,4,4,1,Research & Development,12,3,1,11,3,0,1,1,3,Life Sciences,Travel_Rarely
0,3,3,2,3921,1,2,False,False,Divorced,Sales Executive,5505,4,5,2,Sales,2,3,6,14,4,4,6,4,3,Medical,Travel_Rarely
0,3,3,0,10007,1,1,False,False,Divorced,Research Scientist,2109,1,2,1,Research & Development,4,2,1,13,4,0,1,3,3,Technical Degree,Travel_Rarely
2,4,3,2,13119,2,0,False,False,Single,Healthcare Representative,4240,3,0,2,Research & Development,6,2,19,13,1,2,2,3,3,Life Sciences,Travel_Rarely
5,2,4,7,19665,4,2,False,False,Married,Sales Executive,5154,3,3,2,Sales,2,3,10,22,3,7,8,4,4,Life Sciences,Non-Travel
0,1,3,9,23474,3,0,False,False,Married,Research Director,17779,4,2,4,Research & Development,3,3,36,14,4,9,10,3,3,Life Sciences,Travel_Rarely
0,4,3,0,9100,1,1,False,False,Married,Laboratory Technician,2127,2,2,1,Research & Development,17,2,1,21,4,0,1,2,4,Other,Travel_Rarely
7,4,3,0,26285,4,0,False,False,Single,Research Scientist,4485,2,2,2,Research & Development,3,3,10,12,3,7,8,3,3,Technical Degree,Travel_Rarely
0,4,3,0,19715,1,1,False,False,Divorced,Laboratory Technician,2341,1,6,1,Research & Development,2,3,1,13,4,0,1,4,3,Life Sciences,Travel_Rarely
0,4,4,8,14394,1,1,False,False,Divorced,Manufacturing Director,10648,2,6,3,Research & Development,9,3,13,25,3,8,13,1,4,Life Sciences,Travel_Rarely
1,2,3,7,5033,0,0,False,False,Single,Human Resources,3539,4,5,1,Human Resources,2,3,10,13,2,8,9,3,3,Life Sciences,Travel_Rarely
6,3,2,7,7181,0,0,False,False,Single,Laboratory Technician,2564,4,2,1,Research & Development,2,3,12,14,3,7,11,3,3,Medical,Non-Travel
2,3,3,2,7621,0,0,False,False,Single,Laboratory Technician,3983,4,2,1,Research & Development,9,2,4,17,2,2,3,5,3,Other,Travel_Rarely
1,3,3,0,16642,1,0,False,True,Single,Human Resources,8837,4,2,3,Human Resources,26,3,9,16,3,7,9,4,3,Life Sciences,Travel_Rarely
3,3,2,14,12982,1,1,False,True,Married,Manager,16752,4,3,4,Research & Development,2,3,26,11,3,0,26,2,3,Other,Travel_Rarely
7,3,3,7,13693,8,1,False,False,Divorced,Sales Executive,6439,3,2,2,Sales,16,3,18,14,3,7,8,4,3,Life Sciences,Travel_Rarely
1,3,3,0,9128,3,1,False,False,Married,Healthcare Representative,5294,3,3,2,Research & Development,16,4,10,16,3,7,7,3,3,Life Sciences,Travel_Rarely
0,1,3,0,26092,1,0,True,True,Single,Research Scientist,2472,2,2,1,Research & Development,7,3,1,23,4,0,1,1,4,Life Sciences,Travel_Rarely
1,1,3,2,7653,4,2,True,False,Married,Manufacturing Director,4855,2,2,2,Research & Development,2,3,7,11,3,4,5,3,3,Medical,Travel_Rarely
1,1,2,2,20497,0,3,False,True,Married,Sales Executive,4078,2,3,2,Sales,2,3,4,13,3,2,3,1,3,Marketing,Travel_Rarely
0,4,3,1,17810,7,0,False,True,Single,Healthcare Representative,13964,3,2,4,Research & Development,1,2,25,12,3,7,7,2,3,Technical Degree,Travel_Rarely
0,1,2,0,8870,1,0,True,False,Single,Research Scientist,2693,4,3,1,Research & Development,18,3,1,19,4,0,1,1,3,Other,Travel_Rarely
5,4,3,8,8989,1,1,False,True,Married,Laboratory Technician,6472,4,2,2,Research & Development,1,3,9,15,4,8,9,3,3,Life Sciences,Non-Travel
0,1,3,2,11677,2,2,False,True,Divorced,Research Director,13603,4,2,3,Research & Development,1,3,15,18,1,2,5,4,3,Medical,Non-Travel
0,4,3,2,21378,0,0,False,False,Single,Sales Representative,2966,3,2,1,Sales,5,2,5,18,4,0,4,3,3,Other,Travel_Rarely
0,2,3,4,3449,3,1,False,False,Married,Healthcare Representative,10920,3,2,3,Research & Development,25,3,13,21,3,5,6,2,4,Life Sciences,Non-Travel
1,3,3,5,7530,1,0,False,False,Single,Research Scientist,4381,1,3,1,Research & Development,2,2,6,11,3,3,6,4,3,Medical,Travel_Rarely
7,1,2,2,16612,1,1,True,True,Divorced,Research Scientist,2022,2,3,1,Research & Development,25,3,10,19,4,8,10,4,3,Life Sciences,Travel_Frequently
0,3,3,7,21075,1,0,True,True,Married,Sales Executive,5617,4,4,2,Sales,26,3,10,11,1,8,10,4,3,Marketing,Travel_Frequently
0,2,3,0,15276,4,0,False,False,Single,Sales Executive,6653,4,6,2,Sales,1,3,7,15,4,0,1,5,3,Medical,Non-Travel
1,3,3,9,5431,1,3,False,False,Divorced,Sales Executive,6118,3,2,2,Sales,5,2,10,13,4,2,10,3,3,Marketing,Travel_Rarely
1,2,2,7,22808,0,1,True,True,Divorced,Human Resources,2741,3,2,1,Human Resources,17,3,8,11,2,0,7,4,3,Life Sciences,Travel_Frequently
6,4,2,8,11929,7,2,False,False,Divorced,Research Director,17007,1,3,4,Research & Development,15,3,16,14,2,9,14,3,3,Medical,Travel_Frequently
10,3,2,10,6975,1,1,False,True,Divorced,Healthcare Representative,10388,3,3,3,Research & Development,25,3,16,11,3,1,16,4,3,Medical,Travel_Rarely
1,3,3,8,8213,1,1,False,True,Divorced,Manager,19197,3,3,5,Research & Development,1,3,21,14,2,6,21,1,3,Life Sciences,Travel_Frequently
0,2,3,7,10846,0,1,False,False,Married,Laboratory Technician,5363,4,0,2,Research & Development,1,2,10,12,4,0,9,3,3,Medical,Travel_Rarely
0,4,1,0,3536,7,1,False,False,Married,Sales Executive,4978,2,3,2,Sales,2,3,4,11,3,0,1,4,3,Marketing,Non-Travel
4,1,3,4,4510,9,3,True,True,Married,Research Scientist,4963,2,2,1,Research & Development,14,3,7,18,2,3,5,4,3,Life Sciences,Travel_Rarely
0,2,3,7,5151,2,1,False,False,Married,Manufacturing Director,6883,3,3,2,Research & Development,27,3,17,16,4,7,7,4,3,Life Sciences,Travel_Rarely
0,3,3,4,9946,2,1,False,False,Married,Manager,18789,2,2,5,Sales,4,2,26,14,4,8,11,2,3,Marketing,Travel_Rarely
5,3,3,7,11925,1,0,False,False,Single,Laboratory Technician,2570,4,5,1,Research & Development,7,3,7,20,4,7,7,3,4,Medical,Non-Travel
2,3,4,2,25326,1,0,False,True,Single,Research Scientist,2070,2,6,1,Research & Development,1,2,2,11,4,2,2,1,3,Technical Degree,Travel_Rarely
9,2,3,8,6499,1,1,False,False,Married,Manager,19033,3,2,5,Research & Development,4,3,21,14,4,9,20,1,3,Medical,Travel_Rarely
1,3,3,7,24442,2,1,False,False,Divorced,Manufacturing Director,5762,4,6,2,Research & Development,2,3,15,14,2,7,7,2,3,Medical,Non-Travel
1,4,3,3,24444,2,3,False,True,Married,Sales Executive,9713,4,3,3,Sales,4,3,9,13,3,0,5,3,3,Life Sciences,Travel_Rarely
1,2,4,3,5404,3,1,False,False,Married,Manager,17650,4,4,4,Sales,11,3,26,13,4,1,9,2,3,Life Sciences,Travel_Rarely
1,4,3,3,4050,0,0,False,False,Single,Research Scientist,3904,4,2,1,Research & Development,2,2,5,12,1,1,4,1,3,Medical,Travel_Rarely
2,3,2,2,11179,1,0,True,True,Single,Laboratory Technician,3441,3,3,1,Research & Development,5,3,2,13,3,2,2,4,3,Technical Degree,Travel_Rarely
11,1,3,18,5678,0,1,False,False,Married,Manager,19999,3,5,5,Research & Development,1,2,34,14,3,9,33,4,3,Life Sciences,Travel_Rarely
1,1,3,0,5586,0,3,False,True,Married,Research Scientist,2932,4,3,1,Research & Development,2,4,6,14,4,2,5,4,3,Medical,Travel_Rarely
14,4,2,9,17477,1,2,False,False,Divorced,Manager,19190,1,4,5,Research & Development,4,4,26,14,3,13,25,2,3,Life Sciences,Travel_Rarely
1,3,3,2,9150,1,0,True,True,Single,Sales Representative,2174,2,3,1,Sales,1,2,3,11,1,2,3,1,3,Technical Degree,Travel_Frequently
1,4,2,5,17940,0,2,False,False,Divorced,Research Scientist,3291,2,2,1,Research & Development,10,3,8,14,4,1,7,3,3,Life Sciences,Travel_Frequently
3,4,1,2,3140,0,0,False,False,Single,Manufacturing Director,5042,3,2,2,Research & Development,4,3,10,13,1,8,9,3,3,Medical,Travel_Frequently
0,3,4,0,20467,3,1,False,False,Divorced,Healthcare Representative,10883,4,2,3,Research & Development,1,1,19,20,3,0,1,4,4,Medical,Travel_Rarely
4,3,3,9,25755,0,0,False,False,Single,Healthcare Representative,5343,1,3,2,Research & Development,1,2,14,20,4,9,13,3,4,Medical,Travel_Frequently
0,1,2,2,17519,0,1,False,False,Married,Sales Executive,4999,3,2,2,Sales,3,3,4,21,1,2,3,2,4,Other,Travel_Rarely
